"class_name","full_type","title","title_key","description_key","card_type","rarity","target_type","multiplayer_constraint","is_upgradable","description","plain_description","mentions_statuses","strict_callouts","mention_only_statuses","applies_vulnerable","applies_weak","gains_strength","gains_vigor","grants_double_damage","gains_focus","applies_poison","support_signal"
"PaleBlueDot","MegaCrit.Sts2.Core.Models.Cards.PaleBlueDot","Pale Blue Dot","PALE_BLUE_DOT.title","PALE_BLUE_DOT.description","Power","Uncommon","Self","None","True","If you play {CardPlay} or more cards in a turn, draw {Cards:diff()} {Cards:plural:card|cards} at the start of your next turn.","If you play CardPlay or more cards in a turn, draw Cards Cards at the start of your next turn.","","","","False","False","False","False","False","False","False","False"
"Panache","MegaCrit.Sts2.Core.Models.Cards.Panache","Panache","PANACHE.title","PANACHE.description","Power","Uncommon","Self","None","True","Every time you play 5 cards in a single turn, deal {PanacheDamage:diff()} damage to ALL enemies.","Every time you play 5 cards in a single turn, deal PanacheDamage damage to ALL enemies.","","","","False","False","False","False","False","False","False","False"
"PanicButton","MegaCrit.Sts2.Core.Models.Cards.PanicButton","Panic Button","PANIC_BUTTON.title","PANIC_BUTTON.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
You cannot gain [gold]Block[/gold] from cards for {Turns:diff()} {Turns:plural:turn|turns}.","Gain Block Block. You cannot gain Block from cards for Turns Turns.","","","","False","False","False","False","False","False","False","False"
"Parry","MegaCrit.Sts2.Core.Models.Cards.Parry","Parry","PARRY.title","PARRY.description","Power","Uncommon","Self","None","True","Whenever you play [gold]Sovereign Blade[/gold], gain {ParryPower:diff()} [gold]Block[/gold].","Whenever you play Sovereign Blade, gain ParryPower Block.","","","","False","False","False","False","False","False","False","False"
"Parse","MegaCrit.Sts2.Core.Models.Cards.Parse","Parse","PARSE.title","PARSE.description","Skill","Uncommon","Self","None","True","Draw {Cards:diff()} cards.","Draw Cards cards.","","","","False","False","False","False","False","False","False","False"
"ParticleWall","MegaCrit.Sts2.Core.Models.Cards.ParticleWall","Particle Wall","PARTICLE_WALL.title","PARTICLE_WALL.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Return this card to your [gold]Hand[/gold].","Gain Block Block. Return this card to your Hand.","","","","False","False","False","False","False","False","False","False"
"Patter","MegaCrit.Sts2.Core.Models.Cards.Patter","Patter","PATTER.title","PATTER.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Gain {VigorPower:diff()} [gold]Vigor[/gold].","Gain Block Block. Gain VigorPower Vigor.","Vigor","Vigor","","False","False","False","True","False","False","False","False"
"Peck","MegaCrit.Sts2.Core.Models.Cards.Peck","Peck","PECK.title","PECK.description","Attack","Event","AnyEnemy","None","True","Deal {Damage:diff()} damage {Repeat:diff()} times.","Deal Damage damage Repeat times.","","","","False","False","False","False","False","False","False","False"
"PerfectedStrike","MegaCrit.Sts2.Core.Models.Cards.PerfectedStrike","Perfected Strike","PERFECTED_STRIKE.title","PERFECTED_STRIKE.description","Attack","Common","AnyEnemy","None","True","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for ALL your cards containing “Strike”.","Deal CalculatedDamage damage. Deals ExtraDamage additional damage for ALL your cards containing “Strike”.","","","","False","False","False","False","False","False","False","False"
"PhantomBlades","MegaCrit.Sts2.Core.Models.Cards.PhantomBlades","Phantom Blades","PHANTOM_BLADES.title","PHANTOM_BLADES.description","Power","Uncommon","Self","None","True","[gold]Shivs[/gold] gain [gold]Retain[/gold].
The first [gold]Shiv[/gold] you play each turn deals {PhantomBladesPower:diff()} additional damage.","Shivs gain Retain. The first Shiv you play each turn deals PhantomBladesPower additional damage.","","","","False","False","False","False","False","False","False","False"
"PhotonCut","MegaCrit.Sts2.Core.Models.Cards.PhotonCut","Photon Cut","PHOTON_CUT.title","PHOTON_CUT.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Draw {Cards:diff()} {Cards:plural:card|cards}.
Put 1 card from your [gold]Hand[/gold] on top of your [gold]Draw Pile[/gold].","Deal Damage damage. Draw Cards Cards. Put 1 card from your Hand on top of your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"PiercingWail","MegaCrit.Sts2.Core.Models.Cards.PiercingWail","Piercing Wail","PIERCING_WAIL.title","PIERCING_WAIL.description","Skill","Common","AllEnemies","None","True","ALL enemies lose {StrengthLoss:diff()} [gold]Strength[/gold] this turn.","ALL enemies lose StrengthLoss Strength this turn.","Strength","","Strength","False","False","False","False","False","False","False","False"
"Pillage","MegaCrit.Sts2.Core.Models.Cards.Pillage","Pillage","PILLAGE.title","PILLAGE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Draw cards until you draw a non-Attack card.","Deal Damage damage. Draw cards until you draw a non-Attack card.","","","","False","False","False","False","False","False","False","False"
"PillarOfCreation","MegaCrit.Sts2.Core.Models.Cards.PillarOfCreation","Pillar of Creation","PILLAR_OF_CREATION.title","PILLAR_OF_CREATION.description","Power","Uncommon","Self","None","True","Whenever you create a card, gain {Block:diff()} [gold]Block[/gold].","Whenever you create a card, gain Block Block.","","","","False","False","False","False","False","False","False","False"
"Pinpoint","MegaCrit.Sts2.Core.Models.Cards.Pinpoint","Pinpoint","PINPOINT.title","PINPOINT.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Costs 1 less {energyPrefix:energyIcons(1)} for each Skill played this turn.","Deal Damage damage. Costs 1 less energyPrefix for each Skill played this turn.","","","","False","False","False","False","False","False","False","False"
"PoisonedStab","MegaCrit.Sts2.Core.Models.Cards.PoisonedStab","Poisoned Stab","POISONED_STAB.title","POISONED_STAB.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply {PoisonPower:diff()} [gold]Poison[/gold].","Deal Damage damage. Apply PoisonPower Poison.","Poison","Poison","","False","False","False","False","False","False","True","False"
"Poke","MegaCrit.Sts2.Core.Models.Cards.Poke","Poke","POKE.title","POKE.description","Attack","Common","AnyEnemy","None","True","[gold]Osty[/gold] deals {OstyDamage:diff()} damage.","Osty deals OstyDamage damage.","","","","False","False","False","False","False","False","False","False"
"PommelStrike","MegaCrit.Sts2.Core.Models.Cards.PommelStrike","Pommel Strike","POMMEL_STRIKE.title","POMMEL_STRIKE.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Draw {Cards:diff()} {Cards:plural:card|cards}.","Deal Damage damage. Draw Cards Cards.","","","","False","False","False","False","False","False","False","False"
"PoorSleep","MegaCrit.Sts2.Core.Models.Cards.PoorSleep","Poor Sleep","POOR_SLEEP.title","POOR_SLEEP.description","Curse","Curse","None","None","False","","","","","","False","False","False","False","False","False","False","False"
"Pounce","MegaCrit.Sts2.Core.Models.Cards.Pounce","Pounce","POUNCE.title","POUNCE.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
The next Skill you play costs 0 {energyPrefix:energyIcons(1)}.","Deal Damage damage. The next Skill you play costs 0 energyPrefix.","","","","False","False","False","False","False","False","False","False"
"PreciseCut","MegaCrit.Sts2.Core.Models.Cards.PreciseCut","Precise Cut","PRECISE_CUT.title","PRECISE_CUT.description","Attack","Uncommon","AnyEnemy","None","True","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:inverseDiff()} less damage for each other card in your [gold]Hand[/gold].","Deal CalculatedDamage damage. Deals ExtraDamage less damage for each other card in your Hand.","","","","False","False","False","False","False","False","False","False"
"Predator","MegaCrit.Sts2.Core.Models.Cards.Predator","Predator","PREDATOR.title","PREDATOR.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Next turn, draw 2 cards.","Deal Damage damage. Next turn, draw 2 cards.","","","","False","False","False","False","False","False","False","False"
"Prepared","MegaCrit.Sts2.Core.Models.Cards.Prepared","Prepared","PREPARED.title","PREPARED.description","Skill","Common","Self","None","True","Draw {Cards:diff()} {Cards:plural:card|cards}.
Discard {Cards:diff()} {Cards:plural:card|cards}.","Draw Cards Cards. Discard Cards Cards.","","","","False","False","False","False","False","False","False","False"
"PrepTime","MegaCrit.Sts2.Core.Models.Cards.PrepTime","Prep Time","PREP_TIME.title","PREP_TIME.description","Power","Uncommon","Self","None","True","At the start of your turn, gain {PrepTimePower:diff()} [gold]Vigor[/gold].","At the start of your turn, gain PrepTimePower Vigor.","Vigor","Vigor","","False","False","False","True","False","False","False","False"
"PrimalForce","MegaCrit.Sts2.Core.Models.Cards.PrimalForce","Primal Force","PRIMAL_FORCE.title","PRIMAL_FORCE.description","Skill","Rare","Self","None","True","Transform all Attacks in your [gold]Hand[/gold] into [gold]{IfUpgraded:show:Giant Rock+|Giant Rock}[/gold].","Transform all Attacks in your Hand into IfUpgraded.","","","","False","False","False","False","False","False","False","False"
"Production","MegaCrit.Sts2.Core.Models.Cards.Production","Production","PRODUCTION.title","PRODUCTION.description","Skill","Uncommon","Self","None","True","Gain {Energy:energyIcons()}.","Gain Energy.","","","","False","False","False","False","False","False","False","False"
"Prolong","MegaCrit.Sts2.Core.Models.Cards.Prolong","Prolong","PROLONG.title","PROLONG.description","Skill","Uncommon","Self","None","True","Next turn, gain [gold]Block[/gold] equal to your current [gold]Block[/gold].","Next turn, gain Block equal to your current Block.","","","","False","False","False","False","False","False","False","False"
"Prophesize","MegaCrit.Sts2.Core.Models.Cards.Prophesize","Prophesize","PROPHESIZE.title","PROPHESIZE.description","Skill","Uncommon","Self","None","True","Draw {Cards:diff()} {Cards:plural:card|cards}.","Draw Cards Cards.","","","","False","False","False","False","False","False","False","False"
"Protector","MegaCrit.Sts2.Core.Models.Cards.Protector","Protector","PROTECTOR.title","PROTECTOR.description","Attack","Ancient","AnyEnemy","None","True","[gold]Osty[/gold] deals {CalculatedDamage:diff()} damage.
Deals additional damage equal to [gold]Osty's[/gold] [gold]Max HP[/gold].","Osty deals CalculatedDamage damage. Deals additional damage equal to Osty's Max HP.","","","","False","False","False","False","False","False","False","False"
"Prowess","MegaCrit.Sts2.Core.Models.Cards.Prowess","Prowess","PROWESS.title","PROWESS.description","Power","Uncommon","Self","None","True","Gain {StrengthPower:diff()} [gold]Strength[/gold].
Gain {DexterityPower:diff()} [gold]Dexterity[/gold].","Gain StrengthPower Strength. Gain DexterityPower Dexterity.","Strength","Strength","","False","False","True","False","False","False","False","False"
"PullAggro","MegaCrit.Sts2.Core.Models.Cards.PullAggro","Pull Aggro","PULL_AGGRO.title","PULL_AGGRO.description","Skill","Common","Self","None","True","[gold]Summon[/gold] {Summon:diff()}.
Gain {Block:diff()} [gold]Block[/gold].","Summon Summon. Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"PullFromBelow","MegaCrit.Sts2.Core.Models.Cards.PullFromBelow","Pull from Below","PULL_FROM_BELOW.title","PULL_FROM_BELOW.description","Attack","Uncommon","AnyEnemy","None","True","Deal {Damage:diff()} damage for each [gold]Ethereal[/gold] card played this combat.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Deal Damage damage for each Ethereal card played this combat.InCombat CalculatedHits)|}","","","","False","False","False","False","False","False","False","False"
"Purity","MegaCrit.Sts2.Core.Models.Cards.Purity","Purity","PURITY.title","PURITY.description","Skill","Uncommon","Self","None","True","Exhaust up to {Cards:diff()} cards in your [gold]Hand[/gold].","Exhaust up to Cards cards in your Hand.","","","","False","False","False","False","False","False","False","False"
"Putrefy","MegaCrit.Sts2.Core.Models.Cards.Putrefy","Putrefy","PUTREFY.title","PUTREFY.description","Skill","Uncommon","AnyEnemy","None","True","Apply {Power:diff()} [gold]Weak[/gold].
Apply {Power:diff()} [gold]Vulnerable[/gold].","Apply Power Weak. Apply Power Vulnerable.","Vulnerable;Weak","Vulnerable;Weak","","True","True","False","False","False","False","False","False"
"Pyre","MegaCrit.Sts2.Core.Models.Cards.Pyre","Pyre","PYRE.title","PYRE.description","Power","Rare","Self","None","True","Gain {Energy:energyIcons()} at the start of each turn.","Gain Energy at the start of each turn.","","","","False","False","False","False","False","False","False","False"
"Quadcast","MegaCrit.Sts2.Core.Models.Cards.Quadcast","Quadcast","QUADCAST.title","QUADCAST.description","Skill","Ancient","Self","None","True","[gold]Evoke[/gold] your rightmost Orb {Repeat:diff()} {Repeat:plural:time|times}.","Evoke your rightmost Orb Repeat Repeat.","","","","False","False","False","False","False","False","False","False"
"Quasar","MegaCrit.Sts2.Core.Models.Cards.Quasar","Quasar","QUASAR.title","QUASAR.description","Skill","Uncommon","Self","None","True","Choose 1 of 3 random{IfUpgraded:show: [gold]Upgraded[/gold]|} Colorless cards to add into your [gold]Hand[/gold].","Choose 1 of 3 randomIfUpgraded Colorless cards to add into your Hand.","","","","False","False","False","False","False","False","False","False"
"Radiate","MegaCrit.Sts2.Core.Models.Cards.Radiate","Radiate","RADIATE.title","RADIATE.description","Attack","Uncommon","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies for each {Stars:starIcons()} gained this turn.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Deal Damage damage to ALL enemies for each Stars gained this turn.InCombat CalculatedHits)|}","","","","False","False","False","False","False","False","False","False"
"Rage","MegaCrit.Sts2.Core.Models.Cards.Rage","Rage","RAGE.title","RAGE.description","Skill","Uncommon","Self","None","True","Whenever you play an Attack this turn, gain {Power:diff()} [gold]Block[/gold].","Whenever you play an Attack this turn, gain Power Block.","","","","False","False","False","False","False","False","False","False"
"Rainbow","MegaCrit.Sts2.Core.Models.Cards.Rainbow","Rainbow","RAINBOW.title","RAINBOW.description","Skill","Rare","Self","None","True","[gold]Channel[/gold] 1 [gold]Lightning[/gold].
[gold]Channel[/gold] 1 [gold]Frost[/gold].
[gold]Channel[/gold] 1 [gold]Dark[/gold].","Channel 1 Lightning. Channel 1 Frost. Channel 1 Dark.","","","","False","False","False","False","False","False","False","False"
"Rally","MegaCrit.Sts2.Core.Models.Cards.Rally","Rally","RALLY.title","RALLY.description","Skill","Rare","AllAllies","MultiplayerOnly","True","ALL players gain {Block:diff()} [gold]Block[/gold].","ALL players gain Block Block.","","Support","","False","False","False","False","False","False","False","True"
